Date,Train_ID,Kilometers_Run,Issues_Reported
2026-02-28,HMRL-60,461,0
2026-02-28,HMRL-28,426,0
2026-02-28,HMRL-01,396,1
2026-02-28,HMRL-35,339,0
2026-02-28,HMRL-38,353,0
2026-02-28,HMRL-52,357,0
2026-02-28,HMRL-44,313,0
2026-02-28,HMRL-40,498,0
2026-02-28,HMRL-54,424,0
2026-02-28,HMRL-56,376,0
2026-02-28,HMRL-15,468,0
2026-02-28,HMRL-21,340,0
2026-02-28,HMRL-02,440,0
2026-02-28,HMRL-53,408,0
2026-02-27,HMRL-49,545,0
2026-02-27,HMRL-26,530,0
2026-02-27,HMRL-59,666,0
2026-02-27,HMRL-05,611,0
2026-02-27,HMRL-34,660,0
2026-02-27,HMRL-47,562,0
2026-02-27,HMRL-19,625,0
2026-02-27,HMRL-54,652,0
2026-02-27,HMRL-45,667,0
2026-02-27,HMRL-13,698,0
2026-02-27,HMRL-52,671,0
2026-02-27,HMRL-36,699,0
2026-02-27,HMRL-58,666,0
2026-02-27,HMRL-07,661,0
2026-02-27,HMRL-09,594,0
2026-02-27,HMRL-21,531,0
2026-02-27,HMRL-38,671,0
2026-02-27,HMRL-04,557,0
2026-02-27,HMRL-20,646,0
2026-02-27,HMRL-30,677,0
2026-02-27,HMRL-11,651,0
2026-02-27,HMRL-37,623,0
2026-02-27,HMRL-46,679,0
2026-02-27,HMRL-29,646,0
2026-02-27,HMRL-31,583,2
2026-02-27,HMRL-53,637,0
2026-02-27,HMRL-10,679,0
2026-02-27,HMRL-14,637,0
2026-02-27,HMRL-33,635,0
2026-02-27,HMRL-48,632,0
2026-02-27,HMRL-24,637,0
2026-02-27,HMRL-55,666,0
2026-02-27,HMRL-41,692,0
2026-02-27,HMRL-50,668,0
2026-02-27,HMRL-01,546,0
2026-02-27,HMRL-12,677,0
2026-02-27,HMRL-28,642,0
2026-02-27,HMRL-35,580,0
2026-02-27,HMRL-43,532,0
2026-02-27,HMRL-57,667,0
2026-02-27,HMRL-51,643,0
2026-02-27,HMRL-32,692,3
2026-02-27,HMRL-06,629,0
2026-02-27,HMRL-02,639,0
2026-02-27,HMRL-22,668,0
2026-02-27,HMRL-18,632,0
2026-02-27,HMRL-08,575,0
2026-02-26,HMRL-09,682,0
2026-02-26,HMRL-37,668,0
2026-02-26,HMRL-32,630,0
2026-02-26,HMRL-45,607,0
2026-02-26,HMRL-21,580,0
2026-02-26,HMRL-34,611,0
2026-02-26,HMRL-23,654,0
2026-02-26,HMRL-39,569,0
2026-02-26,HMRL-35,528,0
2026-02-26,HMRL-33,604,0
2026-02-26,HMRL-14,592,0
2026-02-26,HMRL-57,699,0
2026-02-26,HMRL-07,557,0
2026-02-26,HMRL-43,525,0
2026-02-26,HMRL-03,556,0
2026-02-26,HMRL-16,526,0
2026-02-26,HMRL-46,531,0
2026-02-26,HMRL-13,686,0
2026-02-26,HMRL-10,650,0
2026-02-26,HMRL-20,625,0
2026-02-26,HMRL-50,589,0
2026-02-26,HMRL-60,572,0
2026-02-26,HMRL-36,655,0
2026-02-26,HMRL-40,512,0
2026-02-26,HMRL-54,692,0
2026-02-26,HMRL-18,588,0
2026-02-26,HMRL-53,673,0
2026-02-26,HMRL-28,636,0
2026-02-26,HMRL-05,603,0
2026-02-26,HMRL-52,532,0
2026-02-26,HMRL-55,675,0
2026-02-26,HMRL-30,539,0
2026-02-26,HMRL-47,536,0
2026-02-26,HMRL-56,688,0
2026-02-26,HMRL-06,685,0
2026-02-26,HMRL-51,594,0
2026-02-26,HMRL-15,563,0
2026-02-26,HMRL-44,607,0
2026-02-26,HMRL-29,546,0
2026-02-26,HMRL-59,590,0
2026-02-26,HMRL-58,628,0
2026-02-26,HMRL-31,609,0
2026-02-26,HMRL-48,683,0
2026-02-26,HMRL-38,558,0
2026-02-26,HMRL-22,522,0
2026-02-26,HMRL-11,604,0
2026-02-26,HMRL-12,523,0
2026-02-26,HMRL-24,519,0
2026-02-26,HMRL-04,523,0
2026-02-25,HMRL-06,608,0
2026-02-25,HMRL-48,543,0
2026-02-25,HMRL-19,528,0
2026-02-25,HMRL-36,673,0
2026-02-25,HMRL-32,638,0
2026-02-25,HMRL-52,530,0
2026-02-25,HMRL-01,623,0
2026-02-25,HMRL-28,554,0
2026-02-25,HMRL-44,600,0
2026-02-25,HMRL-33,578,0
2026-02-25,HMRL-47,664,0
2026-02-25,HMRL-09,509,0
2026-02-25,HMRL-31,658,0
2026-02-25,HMRL-56,514,0
2026-02-25,HMRL-51,657,0
2026-02-25,HMRL-55,576,0
2026-02-25,HMRL-45,501,0
2026-02-25,HMRL-35,684,0
2026-02-25,HMRL-08,590,0
2026-02-25,HMRL-26,550,0
2026-02-25,HMRL-54,631,0
2026-02-25,HMRL-13,605,0
2026-02-25,HMRL-40,624,1
2026-02-25,HMRL-53,564,0
2026-02-25,HMRL-43,601,0
2026-02-25,HMRL-23,593,0
2026-02-25,HMRL-16,546,0
2026-02-25,HMRL-03,568,0
2026-02-25,HMRL-29,612,0
2026-02-25,HMRL-59,612,0
2026-02-25,HMRL-60,590,0
2026-02-25,HMRL-22,501,0
2026-02-25,HMRL-25,681,0
2026-02-25,HMRL-17,548,0
2026-02-25,HMRL-42,534,0
2026-02-25,HMRL-30,690,0
2026-02-25,HMRL-46,508,0
2026-02-25,HMRL-12,550,0
2026-02-25,HMRL-05,670,0
2026-02-25,HMRL-27,530,0
2026-02-25,HMRL-57,640,0
2026-02-25,HMRL-02,674,0
2026-02-24,HMRL-49,526,0
2026-02-24,HMRL-60,628,0
2026-02-24,HMRL-50,548,0
2026-02-24,HMRL-57,651,0
2026-02-24,HMRL-26,538,0
2026-02-24,HMRL-33,533,0
2026-02-24,HMRL-47,570,0
2026-02-24,HMRL-48,537,0
2026-02-24,HMRL-25,657,0
2026-02-24,HMRL-09,513,0
2026-02-24,HMRL-08,634,0
2026-02-24,HMRL-07,662,0
2026-02-24,HMRL-02,556,0
2026-02-24,HMRL-51,622,0
2026-02-24,HMRL-10,513,0
2026-02-24,HMRL-23,568,0
2026-02-24,HMRL-55,589,0
2026-02-24,HMRL-01,563,0
2026-02-24,HMRL-16,512,0
2026-02-24,HMRL-04,500,1
2026-02-24,HMRL-22,554,0
2026-02-24,HMRL-28,571,0
2026-02-24,HMRL-43,525,0
2026-02-24,HMRL-39,564,0
2026-02-24,HMRL-31,593,0
2026-02-24,HMRL-19,528,0
2026-02-24,HMRL-35,503,0
2026-02-24,HMRL-32,697,0
2026-02-24,HMRL-06,584,0
2026-02-24,HMRL-52,592,0
2026-02-24,HMRL-14,650,0
2026-02-24,HMRL-58,595,0
2026-02-24,HMRL-20,570,0
2026-02-24,HMRL-05,598,0
2026-02-24,HMRL-24,527,0
2026-02-24,HMRL-17,690,0
2026-02-24,HMRL-44,510,0
2026-02-24,HMRL-29,667,0
2026-02-24,HMRL-54,549,0
2026-02-24,HMRL-41,525,0
2026-02-24,HMRL-40,639,0
2026-02-24,HMRL-45,577,0
2026-02-24,HMRL-30,694,0
2026-02-24,HMRL-59,684,0
2026-02-24,HMRL-42,532,0
2026-02-24,HMRL-12,640,0
2026-02-24,HMRL-13,694,0
2026-02-23,HMRL-23,681,0
2026-02-23,HMRL-58,566,0
2026-02-23,HMRL-24,556,0
2026-02-23,HMRL-29,568,0
2026-02-23,HMRL-41,543,0
2026-02-23,HMRL-46,636,0
2026-02-23,HMRL-08,510,0
2026-02-23,HMRL-28,571,0
2026-02-23,HMRL-05,569,0
2026-02-23,HMRL-31,513,0
2026-02-23,HMRL-27,563,0
2026-02-23,HMRL-34,553,0
2026-02-23,HMRL-33,500,0
2026-02-23,HMRL-02,661,0
2026-02-23,HMRL-11,594,0
2026-02-23,HMRL-39,680,0
2026-02-23,HMRL-18,567,0
2026-02-23,HMRL-09,604,0
2026-02-23,HMRL-19,575,0
2026-02-23,HMRL-03,514,0
2026-02-23,HMRL-37,502,0
2026-02-23,HMRL-04,556,0
2026-02-23,HMRL-13,571,0
2026-02-23,HMRL-26,504,0
2026-02-23,HMRL-32,699,0
2026-02-23,HMRL-35,649,0
2026-02-23,HMRL-48,690,0
2026-02-23,HMRL-52,667,0
2026-02-23,HMRL-55,660,0
2026-02-23,HMRL-15,641,0
2026-02-23,HMRL-25,613,0
2026-02-23,HMRL-17,568,0
2026-02-23,HMRL-38,661,0
2026-02-23,HMRL-44,692,0
2026-02-23,HMRL-30,614,0
2026-02-23,HMRL-53,685,0
2026-02-23,HMRL-40,537,0
2026-02-23,HMRL-20,523,0
2026-02-23,HMRL-43,617,0
2026-02-23,HMRL-07,545,0
2026-02-23,HMRL-06,625,0
2026-02-23,HMRL-01,546,0
2026-02-23,HMRL-60,505,0
2026-02-23,HMRL-21,545,0
2026-02-23,HMRL-42,675,0
2026-02-23,HMRL-51,517,0
2026-02-23,HMRL-59,609,0
2026-02-23,HMRL-22,665,0
2026-02-23,HMRL-54,525,0
2026-02-23,HMRL-14,535,0
2026-02-22,HMRL-39,311,0
2026-02-22,HMRL-07,375,0
2026-02-22,HMRL-25,406,0
2026-02-22,HMRL-58,357,0
2026-02-22,HMRL-02,337,0
2026-02-22,HMRL-08,373,0
2026-02-22,HMRL-53,475,0
2026-02-22,HMRL-01,483,0
2026-02-22,HMRL-49,328,0
2026-02-22,HMRL-42,328,0
2026-02-22,HMRL-03,372,0
2026-02-22,HMRL-09,457,0
2026-02-22,HMRL-16,392,0
2026-02-22,HMRL-06,321,0
2026-02-22,HMRL-18,454,0
2026-02-22,HMRL-10,409,0
2026-02-22,HMRL-41,453,0
2026-02-22,HMRL-60,408,0
2026-02-22,HMRL-54,470,0
2026-02-22,HMRL-51,459,0
2026-02-22,HMRL-59,389,0
2026-02-22,HMRL-35,369,0
2026-02-22,HMRL-22,469,0
2026-02-22,HMRL-47,367,0
2026-02-22,HMRL-13,482,0
2026-02-22,HMRL-52,300,0
2026-02-22,HMRL-31,338,0
2026-02-22,HMRL-29,337,0
2026-02-22,HMRL-11,399,0
2026-02-22,HMRL-45,422,0
2026-02-22,HMRL-32,328,0
2026-02-22,HMRL-48,486,0
2026-02-22,HMRL-05,323,0
2026-02-22,HMRL-55,332,0
2026-02-22,HMRL-56,398,0
2026-02-22,HMRL-46,426,0
2026-02-22,HMRL-23,477,0
2026-02-22,HMRL-43,454,0
2026-02-22,HMRL-21,385,0
2026-02-22,HMRL-57,467,0
2026-02-22,HMRL-04,398,0
2026-02-22,HMRL-44,427,0
2026-02-21,HMRL-35,396,0
2026-02-21,HMRL-60,478,0
2026-02-21,HMRL-53,395,0
2026-02-21,HMRL-15,448,0
2026-02-21,HMRL-25,452,0
2026-02-21,HMRL-06,307,0
2026-02-21,HMRL-38,336,0
2026-02-21,HMRL-46,319,1
2026-02-21,HMRL-27,406,0
2026-02-21,HMRL-34,346,0
2026-02-21,HMRL-37,335,0
2026-02-21,HMRL-45,478,0
2026-02-21,HMRL-48,420,0
2026-02-21,HMRL-57,386,0
2026-02-21,HMRL-49,465,0
2026-02-21,HMRL-55,373,0
2026-02-21,HMRL-16,315,0
2026-02-21,HMRL-24,308,0
2026-02-21,HMRL-01,344,0
2026-02-21,HMRL-14,302,0
2026-02-21,HMRL-02,408,0
2026-02-21,HMRL-43,416,0
2026-02-21,HMRL-36,366,0
2026-02-21,HMRL-31,428,0
2026-02-21,HMRL-09,358,0
2026-02-21,HMRL-08,340,0
2026-02-21,HMRL-04,323,0
2026-02-21,HMRL-23,332,0
2026-02-21,HMRL-39,402,0
2026-02-21,HMRL-28,356,0
2026-02-21,HMRL-50,490,0
2026-02-21,HMRL-30,454,0
2026-02-21,HMRL-56,477,0
2026-02-21,HMRL-52,380,0
2026-02-21,HMRL-05,403,0
2026-02-21,HMRL-10,342,0
2026-02-21,HMRL-47,408,0
2026-02-21,HMRL-26,327,0
2026-02-21,HMRL-18,392,0
2026-02-21,HMRL-41,385,0
2026-02-21,HMRL-59,438,0
2026-02-21,HMRL-07,354,0
2026-02-21,HMRL-20,493,0
2026-02-21,HMRL-40,348,0
2026-02-21,HMRL-33,463,0
2026-02-21,HMRL-17,361,0
2026-02-21,HMRL-12,445,0
2026-02-21,HMRL-21,444,0
2026-02-21,HMRL-03,423,0
2026-02-20,HMRL-01,533,0
2026-02-20,HMRL-23,592,0
2026-02-20,HMRL-49,610,1
2026-02-20,HMRL-19,674,0
2026-02-20,HMRL-26,553,0
2026-02-20,HMRL-33,655,0
2026-02-20,HMRL-13,539,0
2026-02-20,HMRL-21,627,0
2026-02-20,HMRL-58,503,0
2026-02-20,HMRL-56,579,0
2026-02-20,HMRL-47,700,0
2026-02-20,HMRL-59,627,0
2026-02-20,HMRL-09,580,0
2026-02-20,HMRL-45,575,0
2026-02-20,HMRL-44,571,0
2026-02-20,HMRL-07,590,0
2026-02-20,HMRL-22,545,0
2026-02-20,HMRL-27,617,0
2026-02-20,HMRL-55,621,0
2026-02-20,HMRL-50,695,0
2026-02-20,HMRL-42,666,0
2026-02-20,HMRL-10,531,0
2026-02-20,HMRL-02,624,1
2026-02-20,HMRL-25,602,0
2026-02-20,HMRL-31,658,0
2026-02-20,HMRL-03,533,0
2026-02-20,HMRL-57,631,0
2026-02-20,HMRL-11,580,0
2026-02-20,HMRL-39,674,0
2026-02-20,HMRL-46,615,0
2026-02-20,HMRL-15,674,3
2026-02-20,HMRL-35,514,0
2026-02-20,HMRL-53,562,0
2026-02-20,HMRL-29,643,1
2026-02-20,HMRL-52,574,0
2026-02-20,HMRL-08,645,0
2026-02-20,HMRL-41,518,0
2026-02-20,HMRL-36,618,0
2026-02-20,HMRL-28,589,0
2026-02-20,HMRL-05,664,0
2026-02-20,HMRL-06,619,0
2026-02-20,HMRL-17,546,0
2026-02-20,HMRL-34,601,0
2026-02-20,HMRL-18,551,0
2026-02-20,HMRL-40,516,0
2026-02-20,HMRL-37,654,0
2026-02-19,HMRL-08,589,0
2026-02-19,HMRL-18,623,0
2026-02-19,HMRL-30,676,0
2026-02-19,HMRL-03,678,0
2026-02-19,HMRL-35,677,0
2026-02-19,HMRL-10,502,0
2026-02-19,HMRL-31,652,0
2026-02-19,HMRL-55,685,0
2026-02-19,HMRL-41,657,0
2026-02-19,HMRL-14,670,0
2026-02-19,HMRL-21,687,0
2026-02-19,HMRL-37,688,0
2026-02-19,HMRL-57,503,0
2026-02-19,HMRL-39,617,0
2026-02-19,HMRL-25,627,0
2026-02-19,HMRL-04,529,0
2026-02-19,HMRL-24,672,0
2026-02-19,HMRL-28,633,0
2026-02-19,HMRL-54,615,0
2026-02-19,HMRL-51,532,0
2026-02-19,HMRL-45,663,0
2026-02-19,HMRL-52,524,1
2026-02-19,HMRL-02,548,0
2026-02-19,HMRL-43,639,0
2026-02-19,HMRL-59,653,0
2026-02-19,HMRL-17,589,0
2026-02-19,HMRL-12,548,0
2026-02-19,HMRL-06,647,0
2026-02-19,HMRL-53,594,0
2026-02-19,HMRL-48,504,0
2026-02-19,HMRL-09,578,0
2026-02-19,HMRL-13,531,0
2026-02-19,HMRL-42,666,0
2026-02-19,HMRL-32,605,0
2026-02-19,HMRL-23,590,0
2026-02-19,HMRL-15,609,0
2026-02-19,HMRL-47,695,0
2026-02-19,HMRL-56,545,0
2026-02-19,HMRL-07,595,0
2026-02-19,HMRL-58,652,0
2026-02-19,HMRL-33,611,0
2026-02-19,HMRL-38,668,0
2026-02-19,HMRL-49,611,0
2026-02-19,HMRL-44,679,0
2026-02-19,HMRL-11,525,0
2026-02-19,HMRL-29,526,0
2026-02-19,HMRL-05,504,0
2026-02-19,HMRL-36,605,0
2026-02-19,HMRL-40,691,0
2026-02-18,HMRL-07,581,0
2026-02-18,HMRL-41,646,0
2026-02-18,HMRL-29,561,0
2026-02-18,HMRL-33,600,0
2026-02-18,HMRL-38,664,0
2026-02-18,HMRL-52,513,0
2026-02-18,HMRL-03,647,0
2026-02-18,HMRL-43,662,0
2026-02-18,HMRL-19,686,0
2026-02-18,HMRL-27,581,0
2026-02-18,HMRL-14,611,0
2026-02-18,HMRL-15,681,0
2026-02-18,HMRL-30,629,0
2026-02-18,HMRL-36,647,0
2026-02-18,HMRL-25,695,0
2026-02-18,HMRL-08,566,0
2026-02-18,HMRL-13,540,0
2026-02-18,HMRL-31,552,0
2026-02-18,HMRL-45,506,0
2026-02-18,HMRL-23,660,0
2026-02-18,HMRL-48,539,1
2026-02-18,HMRL-51,520,0
2026-02-18,HMRL-26,506,0
2026-02-18,HMRL-01,533,0
2026-02-18,HMRL-24,662,0
2026-02-18,HMRL-49,591,0
2026-02-18,HMRL-57,667,0
2026-02-18,HMRL-55,576,0
2026-02-18,HMRL-18,562,0
2026-02-18,HMRL-58,596,0
2026-02-18,HMRL-22,668,0
2026-02-18,HMRL-09,536,0
2026-02-18,HMRL-10,663,0
2026-02-18,HMRL-39,526,0
2026-02-18,HMRL-56,652,0
2026-02-18,HMRL-50,536,0
2026-02-18,HMRL-40,546,0
2026-02-18,HMRL-42,626,0
2026-02-18,HMRL-37,553,0
2026-02-18,HMRL-46,625,0
2026-02-18,HMRL-02,605,0
2026-02-18,HMRL-47,660,0
2026-02-18,HMRL-34,675,0
2026-02-18,HMRL-05,580,0
2026-02-18,HMRL-12,615,0
2026-02-18,HMRL-21,546,0
2026-02-18,HMRL-35,545,0
2026-02-18,HMRL-53,661,0
2026-02-18,HMRL-16,508,0
2026-02-18,HMRL-28,587,0
2026-02-17,HMRL-40,600,0
2026-02-17,HMRL-39,696,0
2026-02-17,HMRL-35,542,0
2026-02-17,HMRL-01,684,0
2026-02-17,HMRL-11,614,0
2026-02-17,HMRL-34,691,0
2026-02-17,HMRL-48,581,0
2026-02-17,HMRL-17,655,0
2026-02-17,HMRL-08,551,0
2026-02-17,HMRL-13,595,0
2026-02-17,HMRL-59,516,0
2026-02-17,HMRL-02,508,0
2026-02-17,HMRL-58,564,0
2026-02-17,HMRL-49,575,0
2026-02-17,HMRL-55,665,0
2026-02-17,HMRL-33,635,0
2026-02-17,HMRL-10,507,0
2026-02-17,HMRL-14,582,0
2026-02-17,HMRL-24,547,0
2026-02-17,HMRL-52,518,0
2026-02-17,HMRL-43,595,0
2026-02-17,HMRL-47,699,0
2026-02-17,HMRL-21,502,0
2026-02-17,HMRL-09,502,0
2026-02-17,HMRL-15,554,0
2026-02-17,HMRL-06,582,0
2026-02-17,HMRL-37,643,0
2026-02-17,HMRL-18,554,0
2026-02-17,HMRL-45,526,0
2026-02-17,HMRL-16,683,0
2026-02-17,HMRL-07,671,0
2026-02-17,HMRL-03,665,0
2026-02-17,HMRL-12,693,0
2026-02-17,HMRL-23,581,0
2026-02-17,HMRL-32,512,0
2026-02-17,HMRL-38,627,0
2026-02-17,HMRL-44,530,0
2026-02-17,HMRL-36,543,0
2026-02-17,HMRL-31,651,0
2026-02-17,HMRL-60,647,0
2026-02-17,HMRL-53,700,0
2026-02-17,HMRL-51,501,0
2026-02-17,HMRL-30,572,0
2026-02-17,HMRL-46,603,0
2026-02-17,HMRL-54,635,0
2026-02-17,HMRL-04,517,0
2026-02-17,HMRL-56,606,0
2026-02-17,HMRL-28,570,0
2026-02-17,HMRL-05,588,0
2026-02-16,HMRL-50,532,0
2026-02-16,HMRL-21,537,0
2026-02-16,HMRL-32,605,0
2026-02-16,HMRL-40,671,0
2026-02-16,HMRL-04,635,0
2026-02-16,HMRL-26,622,0
2026-02-16,HMRL-20,571,0
2026-02-16,HMRL-45,687,0
2026-02-16,HMRL-30,523,0
2026-02-16,HMRL-58,575,0
2026-02-16,HMRL-42,590,0
2026-02-16,HMRL-08,562,0
2026-02-16,HMRL-24,688,0
2026-02-16,HMRL-57,677,0
2026-02-16,HMRL-07,626,0
2026-02-16,HMRL-02,555,0
2026-02-16,HMRL-15,598,0
2026-02-16,HMRL-56,526,0
2026-02-16,HMRL-01,651,0
2026-02-16,HMRL-09,631,0
2026-02-16,HMRL-46,694,0
2026-02-16,HMRL-59,681,0
2026-02-16,HMRL-28,539,0
2026-02-16,HMRL-44,527,0
2026-02-16,HMRL-11,556,0
2026-02-16,HMRL-06,598,0
2026-02-16,HMRL-13,658,0
2026-02-16,HMRL-48,699,0
2026-02-16,HMRL-60,517,0
2026-02-16,HMRL-52,542,0
2026-02-16,HMRL-23,647,0
2026-02-16,HMRL-38,537,0
2026-02-16,HMRL-53,527,0
2026-02-16,HMRL-41,561,0
2026-02-16,HMRL-55,568,0
2026-02-16,HMRL-29,615,0
2026-02-16,HMRL-43,530,0
2026-02-16,HMRL-25,521,0
2026-02-16,HMRL-10,554,0
2026-02-16,HMRL-03,628,0
2026-02-16,HMRL-27,585,0
2026-02-16,HMRL-36,525,0
2026-02-16,HMRL-34,608,0
2026-02-16,HMRL-54,548,0
2026-02-16,HMRL-35,652,0
2026-02-16,HMRL-37,655,0
2026-02-16,HMRL-39,610,0
2026-02-16,HMRL-22,512,0
2026-02-16,HMRL-49,528,0
2026-02-16,HMRL-31,513,0
2026-02-15,HMRL-16,305,0
2026-02-15,HMRL-05,367,0
2026-02-15,HMRL-35,343,0
2026-02-15,HMRL-07,302,0
2026-02-15,HMRL-18,421,0
2026-02-15,HMRL-15,425,0
2026-02-15,HMRL-40,420,0
2026-02-15,HMRL-45,304,0
2026-02-15,HMRL-46,374,0
2026-02-15,HMRL-26,434,0
2026-02-15,HMRL-51,493,0
2026-02-15,HMRL-50,324,0
2026-02-15,HMRL-57,488,0
2026-02-15,HMRL-55,425,0
2026-02-15,HMRL-53,439,0
2026-02-15,HMRL-56,424,0
2026-02-15,HMRL-32,417,0
2026-02-15,HMRL-14,481,0
2026-02-15,HMRL-11,432,0
2026-02-15,HMRL-43,452,0
2026-02-15,HMRL-23,369,0
2026-02-15,HMRL-19,486,0
2026-02-15,HMRL-39,337,0
2026-02-15,HMRL-01,356,0
2026-02-15,HMRL-48,336,0
2026-02-15,HMRL-12,307,0
2026-02-15,HMRL-33,489,0
2026-02-15,HMRL-31,410,0
2026-02-15,HMRL-20,490,0
2026-02-15,HMRL-28,396,0
2026-02-15,HMRL-30,370,0
2026-02-15,HMRL-54,473,0
2026-02-15,HMRL-08,415,0
2026-02-15,HMRL-06,434,0
2026-02-15,HMRL-42,473,0
2026-02-15,HMRL-22,384,0
2026-02-15,HMRL-03,406,0
2026-02-15,HMRL-27,370,0
2026-02-15,HMRL-29,310,0
2026-02-15,HMRL-49,479,0
2026-02-15,HMRL-47,456,0
2026-02-15,HMRL-59,416,0
2026-02-15,HMRL-37,388,0
2026-02-15,HMRL-60,302,0
2026-02-15,HMRL-41,475,0
2026-02-15,HMRL-25,474,0
2026-02-14,HMRL-40,421,0
2026-02-14,HMRL-36,363,0
2026-02-14,HMRL-43,463,0
2026-02-14,HMRL-11,402,0
2026-02-14,HMRL-20,325,0
2026-02-14,HMRL-32,377,0
2026-02-14,HMRL-19,344,0
2026-02-14,HMRL-05,473,0
2026-02-14,HMRL-52,448,0
2026-02-14,HMRL-54,496,0
2026-02-14,HMRL-01,334,0
2026-02-14,HMRL-30,351,0
2026-02-14,HMRL-03,321,0
2026-02-14,HMRL-14,460,0
2026-02-14,HMRL-51,346,0
2026-02-14,HMRL-38,411,0
2026-02-14,HMRL-08,434,0
2026-02-14,HMRL-04,380,0
2026-02-14,HMRL-55,475,0
2026-02-14,HMRL-56,419,0
2026-02-14,HMRL-50,419,0
2026-02-14,HMRL-28,405,0
2026-02-14,HMRL-23,443,1
2026-02-14,HMRL-60,322,0
2026-02-14,HMRL-58,457,0
2026-02-14,HMRL-17,362,0
2026-02-14,HMRL-09,395,0
2026-02-14,HMRL-45,439,0
2026-02-14,HMRL-46,375,1
2026-02-14,HMRL-26,332,0
2026-02-14,HMRL-39,301,0
2026-02-14,HMRL-35,495,0
2026-02-14,HMRL-22,417,0
2026-02-14,HMRL-25,321,1
2026-02-14,HMRL-18,466,0
2026-02-14,HMRL-53,452,0
2026-02-14,HMRL-48,374,0
2026-02-14,HMRL-33,476,0
2026-02-14,HMRL-34,315,0
2026-02-14,HMRL-27,449,0
2026-02-14,HMRL-07,489,0
2026-02-14,HMRL-47,479,0
2026-02-14,HMRL-24,336,0
2026-02-14,HMRL-10,426,0
2026-02-14,HMRL-44,472,0
2026-02-14,HMRL-37,339,0
2026-02-13,HMRL-47,690,0
2026-02-13,HMRL-01,543,0
2026-02-13,HMRL-52,679,0
2026-02-13,HMRL-32,621,0
2026-02-13,HMRL-40,574,0
2026-02-13,HMRL-45,650,0
2026-02-13,HMRL-13,670,0
2026-02-13,HMRL-08,598,0
2026-02-13,HMRL-05,527,0
2026-02-13,HMRL-59,608,0
2026-02-13,HMRL-10,572,0
2026-02-13,HMRL-39,644,0
2026-02-13,HMRL-53,648,0
2026-02-13,HMRL-34,665,0
2026-02-13,HMRL-07,668,0
2026-02-13,HMRL-16,510,0
2026-02-13,HMRL-14,590,0
2026-02-13,HMRL-46,619,0
2026-02-13,HMRL-31,617,0
2026-02-13,HMRL-02,540,0
2026-02-13,HMRL-33,628,0
2026-02-13,HMRL-29,680,0
2026-02-13,HMRL-26,631,0
2026-02-13,HMRL-04,590,0
2026-02-13,HMRL-48,644,0
2026-02-13,HMRL-20,683,0
2026-02-13,HMRL-38,535,0
2026-02-13,HMRL-42,695,0
2026-02-13,HMRL-12,600,0
2026-02-13,HMRL-27,665,0
2026-02-13,HMRL-36,620,0
2026-02-13,HMRL-56,546,0
2026-02-13,HMRL-28,629,0
2026-02-13,HMRL-18,634,0
2026-02-13,HMRL-09,678,0
2026-02-13,HMRL-35,648,0
2026-02-13,HMRL-22,658,0
2026-02-13,HMRL-15,517,1
2026-02-13,HMRL-24,540,0
2026-02-13,HMRL-25,670,0
2026-02-13,HMRL-37,673,0
2026-02-13,HMRL-44,694,0
2026-02-13,HMRL-58,697,0
2026-02-13,HMRL-51,687,0
2026-02-13,HMRL-06,526,0
2026-02-13,HMRL-03,544,0
2026-02-12,HMRL-49,698,0
2026-02-12,HMRL-27,639,0
2026-02-12,HMRL-05,587,0
2026-02-12,HMRL-04,686,0
2026-02-12,HMRL-40,686,0
2026-02-12,HMRL-17,627,0
2026-02-12,HMRL-08,553,0
2026-02-12,HMRL-03,621,0
2026-02-12,HMRL-48,591,0
2026-02-12,HMRL-58,643,0
2026-02-12,HMRL-29,517,0
2026-02-12,HMRL-60,660,0
2026-02-12,HMRL-24,518,0
2026-02-12,HMRL-39,532,0
2026-02-12,HMRL-41,576,0
2026-02-12,HMRL-02,627,0
2026-02-12,HMRL-12,653,0
2026-02-12,HMRL-21,505,0
2026-02-12,HMRL-07,574,0
2026-02-12,HMRL-50,564,0
2026-02-12,HMRL-25,591,1
2026-02-12,HMRL-09,573,0
2026-02-12,HMRL-37,647,0
2026-02-12,HMRL-36,632,0
2026-02-12,HMRL-13,628,0
2026-02-12,HMRL-38,658,0
2026-02-12,HMRL-55,528,0
2026-02-12,HMRL-32,567,0
2026-02-12,HMRL-46,508,0
2026-02-12,HMRL-22,566,0
2026-02-12,HMRL-10,695,0
2026-02-12,HMRL-54,687,0
2026-02-12,HMRL-42,693,0
2026-02-12,HMRL-52,515,0
2026-02-12,HMRL-06,518,0
2026-02-12,HMRL-14,644,0
2026-02-12,HMRL-34,679,0
2026-02-12,HMRL-28,509,0
2026-02-12,HMRL-53,518,0
2026-02-12,HMRL-19,653,0
2026-02-12,HMRL-01,520,0
2026-02-12,HMRL-57,622,0
2026-02-12,HMRL-23,569,0
2026-02-12,HMRL-45,526,0
2026-02-12,HMRL-51,666,0
2026-02-12,HMRL-15,622,0
2026-02-12,HMRL-20,558,0
2026-02-12,HMRL-26,698,0
2026-02-11,HMRL-35,612,0
2026-02-11,HMRL-39,511,0
2026-02-11,HMRL-56,654,0
2026-02-11,HMRL-25,562,0
2026-02-11,HMRL-44,533,0
2026-02-11,HMRL-58,622,0
